distribution,n,budget,eta,solver,objective,average_cost,max_cost,time_ms,quality_gap_vs_exact
hot_tail,16,4,0.15,beam,3.686364,3.454545,5.000000,7.626833,0.077273
hot_tail,16,4,0.15,greedy,3.686364,3.454545,5.000000,0.314917,0.077273
hot_tail,16,4,0.15,balanced,4.000000,4.000000,4.000000,0.011042,0.390909
hot_tail,16,4,0.15,weighted,4.068182,3.727273,6.000000,0.016917,0.459091
hot_tail,16,4,0.30,exact,3.854545,3.363636,5.000000,5.657917,0.000000
hot_tail,16,4,0.30,beam,3.918182,3.454545,5.000000,7.613417,0.063636
hot_tail,16,4,0.30,greedy,3.918182,3.454545,5.000000,0.316250,0.063636
hot_tail,16,4,0.30,balanced,4.000000,4.000000,4.000000,0.010917,0.145455
hot_tail,16,4,0.30,weighted,4.409091,3.727273,6.000000,0.016833,0.554545
hot_tail,20,2,0.00,exact,3.672727,3.672727,6.000000,1.057125,0.000000
hot_tail,20,2,0.00,beam,3.672727,3.672727,6.000000,3.100167,0.000000
hot_tail,20,2,0.00,greedy,3.672727,3.672727,6.000000,0.253083,0.000000
hot_tail,20,2,0.00,balanced,5.000000,5.000000,5.000000,0.007333,1.327273
hot_tail,20,2,0.00,weighted,3.818182,3.818182,6.000000,0.013334,0.145455
hot_tail,20,2,0.15,exact,4.010909,3.836364,5.000000,1.077250,0.000000
hot_tail,20,2,0.15,beam,4.010909,3.836364,5.000000,3.083209,0.000000
hot_tail,20,2,0.15,greedy,4.010909,3.836364,5.000000,0.254125,0.000000
hot_tail,20,2,0.15,balanced,5.000000,5.000000,5.000000,0.007375,0.989091
hot_tail,20,2,0.15,weighted,4.145455,3.818182,6.000000,0.013083,0.134545
hot_tail,20,2,0.30,exact,4.185455,3.836364,5.000000,1.069083,0.000000
hot_tail,20,2,0.30,beam,4.185455,3.836364,5.000000,3.065625,0.000000
hot_tail,20,2,0.30,greedy,4.185455,3.836364,5.000000,0.253625,0.000000
hot_tail,20,2,0.30,balanced,5.000000,5.000000,5.000000,0.007459,0.814545
hot_tail,20,2,0.30,weighted,4.472727,3.818182,6.000000,0.013000,0.287273
hot_tail,20,3,0.00,exact,3.672727,3.672727,6.000000,4.377875,0.000000
hot_tail,20,3,0.00,beam,3.672727,3.672727,6.000000,6.451209,0.000000
hot_tail,20,3,0.00,greedy,3.672727,3.672727,6.000000,0.418875,0.000000
hot_tail,20,3,0.00,balanced,5.000000,5.000000,5.000000,0.009250,1.327273
hot_tail,20,3,0.00,weighted,3.672727,3.672727,6.000000,0.015333,0.000000
hot_tail,20,3,0.15,exact,4.010909,3.836364,5.000000,4.392500,0.000000
hot_tail,20,3,0.15,beam,4.010909,3.836364,5.000000,6.426000,0.000000
hot_tail,20,3,0.15,greedy,4.010909,3.836364,5.000000,0.253167,0.000000
hot_tail,20,3,0.15,balanced,5.000000,5.000000,5.000000,0.009333,0.989091
hot_tail,20,3,0.15,weighted,4.021818,3.672727,6.000000,0.015208,0.010909
hot_tail,20,3,0.30,exact,4.185455,3.836364,5.000000,4.338083,0.000000
hot_tail,20,3,0.30,beam,4.185455,3.836364,5.000000,6.435708,0.000000
hot_tail,20,3,0.30,greedy,4.185455,3.836364,5.000000,0.253333,0.000000
hot_tail,20,3,0.30,balanced,5.000000,5.000000,5.000000,0.009375,0.814545
hot_tail,20,3,0.30,weighted,4.370909,3.672727,6.000000,0.015833,0.185455
hot_tail,20,4,0.00,exact,3.672727,3.672727,6.000000,10.538959,0.000000
hot_tail,20,4,0.00,beam,3.672727,3.672727,6.000000,10.424250,0.000000
hot_tail,20,4,0.00,greedy,3.672727,3.672727,6.000000,0.422709,0.000000
hot_tail,20,4,0.00,balanced,4.709091,4.709091,5.000000,0.011208,1.036364
hot_tail,20,4,0.00,weighted,3.672727,3.672727,6.000000,0.017917,0.000000
hot_tail,20,4,0.15,exact,4.010909,3.836364,5.000000,10.583375,0.000000
hot_tail,20,4,0.15,beam,4.010909,3.836364,5.000000,10.192292,0.000000
hot_tail,20,4,0.15,greedy,4.010909,3.836364,5.000000,0.256250,0.000000
hot_tail,20,4,0.15,balanced,4.752727,4.709091,5.000000,0.010875,0.741818
hot_tail,20,4,0.15,weighted,4.021818,3.672727,6.000000,0.018417,0.010909
hot_tail,20,4,0.30,exact,4.185455,3.836364,5.000000,10.376542,0.000000
hot_tail,20,4,0.30,beam,4.185455,3.836364,5.000000,10.317167,0.000000
hot_tail,20,4,0.30,greedy,4.185455,3.836364,5.000000,0.253000,0.000000
hot_tail,20,4,0.30,balanced,4.796364,4.709091,5.000000,0.011084,0.610909
hot_tail,20,4,0.30,weighted,4.370909,3.672727,6.000000,0.017959,0.185455
uniform,32,3,0.00,beam,5.000000,5.000000,5.000000,11.967875,
uniform,32,3,0.00,greedy,5.000000,5.000000,5.000000,0.213333,
uniform,32,3,0.00,balanced,5.000000,5.000000,5.000000,0.010291,
uniform,32,3,0.00,weighted,5.000000,5.000000,5.000000,0.019042,
uniform,32,3,0.15,beam,5.000000,5.000000,5.000000,11.981166,
uniform,32,3,0.15,greedy,5.000000,5.000000,5.000000,0.216417,
uniform,32,3,0.15,balanced,5.000000,5.000000,5.000000,0.010500,
uniform,32,3,0.15,weighted,5.000000,5.000000,5.000000,0.019709,
uniform,32,3,0.30,beam,5.000000,5.000000,5.000000,11.889042,
uniform,32,3,0.30,greedy,5.000000,5.000000,5.000000,0.214042,
uniform,32,3,0.30,balanced,5.000000,5.000000,5.000000,0.010250,
uniform,32,3,0.30,weighted,5.000000,5.000000,5.000000,0.019084,
uniform,32,4,0.00,beam,5.000000,5.000000,5.000000,19.038125,
uniform,32,4,0.00,greedy,5.000000,5.000000,5.000000,0.214041,
uniform,32,4,0.00,balanced,5.000000,5.000000,5.000000,0.012000,
uniform,32,4,0.00,weighted,5.000000,5.000000,5.000000,0.022125,
uniform,32,4,0.15,beam,5.000000,5.000000,5.000000,18.905375,
uniform,32,4,0.15,greedy,5.000000,5.000000,5.000000,0.213416,
uniform,32,4,0.15,balanced,5.000000,5.000000,5.000000,0.012500,
uniform,32,4,0.15,weighted,5.000000,5.000000,5.000000,0.022375,
uniform,32,4,0.30,beam,5.000000,5.000000,5.000000,19.312416,
uniform,32,4,0.30,greedy,5.000000,5.000000,5.000000,0.215625,
uniform,32,4,0.30,balanced,5.000000,5.000000,5.000000,0.012125,
uniform,32,4,0.30,weighted,5.000000,5.000000,5.000000,0.022542,
uniform,32,6,0.00,beam,5.000000,5.000000,5.000000,35.139417,
uniform,32,6,0.00,greedy,5.000000,5.000000,5.000000,0.213000,
uniform,32,6,0.00,balanced,5.000000,5.000000,5.000000,0.015375,
uniform,32,6,0.00,weighted,5.000000,5.000000,5.000000,0.028625,
uniform,32,6,0.15,beam,5.000000,5.000000,5.000000,35.876417,
uniform,32,6,0.15,greedy,5.000000,5.000000,5.000000,0.218958,
uniform,32,6,0.15,balanced,5.000000,5.000000,5.000000,0.016667,
uniform,32,6,0.15,weighted,5.000000,5.000000,5.000000,0.028667,
uniform,32,6,0.30,beam,5.000000,5.000000,5.000000,35.552791,
uniform,32,6,0.30,greedy,5.000000,5.000000,5.000000,0.215583,
uniform,32,6,0.30,balanced,5.000000,5.000000,5.000000,0.015792,
uniform,32,6,0.30,weighted,5.000000,5.000000,5.000000,0.028834,
uniform,48,3,0.00,beam,5.666667,5.666667,6.000000,20.413333,
uniform,48,3,0.00,greedy,5.666667,5.666667,6.000000,0.832791,
uniform,48,3,0.00,balanced,6.000000,6.000000,6.000000,0.011292,
uniform,48,3,0.00,weighted,6.000000,6.000000,6.000000,0.023625,
uniform,48,3,0.15,beam,5.716667,5.666667,6.000000,20.297875,
uniform,48,3,0.15,greedy,5.716667,5.666667,6.000000,0.830625,
uniform,48,3,0.15,balanced,6.000000,6.000000,6.000000,0.011709,
uniform,48,3,0.15,weighted,6.000000,6.000000,6.000000,0.023333,
uniform,48,3,0.30,beam,5.766667,5.666667,6.000000,20.418458,
uniform,48,3,0.30,greedy,5.766667,5.666667,6.000000,0.832583,
uniform,48,3,0.30,balanced,6.000000,6.000000,6.000000,0.011333,
uniform,48,3,0.30,weighted,6.000000,6.000000,6.000000,0.023459,
uniform,48,4,0.00,beam,5.666667,5.666667,6.000000,32.708041,
uniform,48,4,0.00,greedy,5.666667,5.666667,6.000000,0.829583,
uniform,48,4,0.00,balanced,6.000000,6.000000,6.000000,0.013375,
uniform,48,4,0.00,weighted,6.000000,6.000000,6.000000,0.027625,
uniform,48,4,0.15,beam,5.716667,5.666667,6.000000,32.538167,
uniform,48,4,0.15,greedy,5.716667,5.666667,6.000000,0.832333,
uniform,48,4,0.15,balanced,6.000000,6.000000,6.000000,0.013666,
uniform,48,4,0.15,weighted,6.000000,6.000000,6.000000,0.026792,
uniform,48,4,0.30,beam,5.766667,5.666667,6.000000,32.479500,
uniform,48,4,0.30,greedy,5.766667,5.666667,6.000000,0.832000,
uniform,48,4,0.30,balanced,6.000000,6.000000,6.000000,0.013708,
uniform,48,4,0.30,weighted,6.000000,6.000000,6.000000,0.026875,
uniform,48,6,0.00,beam,5.666667,5.666667,6.000000,60.916333,
uniform,48,6,0.00,greedy,5.666667,5.666667,6.000000,0.825250,
uniform,48,6,0.00,balanced,6.000000,6.000000,6.000000,0.017209,
uniform,48,6,0.00,weighted,6.000000,6.000000,6.000000,0.032834,
uniform,48,6,0.15,beam,5.716667,5.666667,6.000000,61.098125,
uniform,48,6,0.15,greedy,5.716667,5.666667,6.000000,0.837166,
uniform,48,6,0.15,balanced,6.000000,6.000000,6.000000,0.017209,
uniform,48,6,0.15,weighted,6.000000,6.000000,6.000000,0.032958,
uniform,48,6,0.30,beam,5.766667,5.666667,6.000000,61.756375,
uniform,48,6,0.30,greedy,5.766667,5.666667,6.000000,0.831500,
uniform,48,6,0.30,balanced,6.000000,6.000000,6.000000,0.016916,
uniform,48,6,0.30,weighted,6.000000,6.000000,6.000000,0.033125,
uniform,64,3,0.00,beam,6.000000,6.000000,6.000000,30.630750,
uniform,64,3,0.00,greedy,6.000000,6.000000,6.000000,0.582750,
uniform,64,3,0.00,balanced,6.000000,6.000000,6.000000,0.012500,
uniform,64,3,0.00,weighted,6.000000,6.000000,6.000000,0.028667,
uniform,64,3,0.15,beam,6.000000,6.000000,6.000000,30.478334,
uniform,64,3,0.15,greedy,6.000000,6.000000,6.000000,0.585417,
uniform,64,3,0.15,balanced,6.000000,6.000000,6.000000,0.012625,
uniform,64,3,0.15,weighted,6.000000,6.000000,6.000000,0.029083,
uniform,64,3,0.30,beam,6.000000,6.000000,6.000000,30.294750,
uniform,64,3,0.30,greedy,6.000000,6.000000,6.000000,0.581833,
uniform,64,3,0.30,balanced,6.000000,6.000000,6.000000,0.012792,
uniform,64,3,0.30,weighted,6.000000,6.000000,6.000000,0.028208,
uniform,64,4,0.00,beam,6.000000,6.000000,6.000000,48.999958,
uniform,64,4,0.00,greedy,6.000000,6.000000,6.000000,0.581292,
uniform,64,4,0.00,balanced,6.000000,6.000000,6.000000,0.014667,
uniform,64,4,0.00,weighted,6.000000,6.000000,6.000000,0.032791,
uniform,64,4,0.15,beam,6.000000,6.000000,6.000000,48.565917,
uniform,64,4,0.15,greedy,6.000000,6.000000,6.000000,0.582875,
uniform,64,4,0.15,balanced,6.000000,6.000000,6.000000,0.014458,
uniform,64,4,0.15,weighted,6.000000,6.000000,6.000000,0.031917,
uniform,64,4,0.30,beam,6.000000,6.000000,6.000000,49.105625,
uniform,64,4,0.30,greedy,6.000000,6.000000,6.000000,0.580916,
uniform,64,4,0.30,balanced,6.000000,6.000000,6.000000,0.014375,
uniform,64,4,0.30,weighted,6.000000,6.000000,6.000000,0.032291,
uniform,64,6,0.00,beam,6.000000,6.000000,6.000000,92.693792,
uniform,64,6,0.00,greedy,6.000000,6.000000,6.000000,0.586875,
uniform,64,6,0.00,balanced,6.000000,6.000000,6.000000,0.018458,
uniform,64,6,0.00,weighted,6.000000,6.000000,6.000000,0.039250,
uniform,64,6,0.15,beam,6.000000,6.000000,6.000000,93.630500,
uniform,64,6,0.15,greedy,6.000000,6.000000,6.000000,0.579708,
uniform,64,6,0.15,balanced,6.000000,6.000000,6.000000,0.018000,
uniform,64,6,0.15,weighted,6.000000,6.000000,6.000000,0.040416,
uniform,64,6,0.30,beam,6.000000,6.000000,6.000000,93.353250,
uniform,64,6,0.30,greedy,6.000000,6.000000,6.000000,0.589916,
uniform,64,6,0.30,balanced,6.000000,6.000000,6.000000,0.018125,
uniform,64,6,0.30,weighted,6.000000,6.000000,6.000000,0.038959,
zipf,32,3,0.00,beam,4.303676,4.303676,6.000000,11.881500,
zipf,32,3,0.00,greedy,4.307346,4.307346,7.000000,0.788208,
zipf,32,3,0.00,balanced,5.000000,5.000000,5.000000,0.010667,
zipf,32,3,0.00,weighted,4.464638,4.464638,7.000000,0.018875,
zipf,32,3,0.15,beam,4.558124,4.303676,6.000000,11.919208,
zipf,32,3,0.15,greedy,4.691017,4.460020,6.000000,0.477125,
zipf,32,3,0.15,balanced,5.000000,5.000000,5.000000,0.010291,
zipf,32,3,0.15,weighted,4.844942,4.464638,7.000000,0.018958,
zipf,32,3,0.30,beam,4.812573,4.303676,6.000000,11.884083,
zipf,32,3,0.30,greedy,4.922014,4.460020,6.000000,0.476292,
zipf,32,3,0.30,balanced,5.000000,5.000000,5.000000,0.010333,
zipf,32,3,0.30,weighted,5.225247,4.464638,7.000000,0.018792,
zipf,32,4,0.00,beam,4.231909,4.231909,7.000000,19.202875,
zipf,32,4,0.00,greedy,4.307346,4.307346,7.000000,1.124083,
zipf,32,4,0.00,balanced,5.000000,5.000000,5.000000,0.011917,
zipf,32,4,0.00,weighted,4.341440,4.341440,7.000000,0.022041,
zipf,32,4,0.15,beam,4.510419,4.247552,6.000000,18.899666,
zipf,32,4,0.15,greedy,4.691017,4.460020,6.000000,0.477208,
zipf,32,4,0.15,balanced,5.000000,5.000000,5.000000,0.012458,
zipf,32,4,0.15,weighted,4.740224,4.341440,7.000000,0.021709,
zipf,32,4,0.30,beam,4.773286,4.247552,6.000000,18.919875,
zipf,32,4,0.30,greedy,4.922014,4.460020,6.000000,0.470000,
zipf,32,4,0.30,balanced,5.000000,5.000000,5.000000,0.012250,
zipf,32,4,0.30,weighted,5.139008,4.341440,7.000000,0.021958,
zipf,32,6,0.00,beam,4.207269,4.207269,7.000000,35.360834,
zipf,32,6,0.00,greedy,4.307346,4.307346,7.000000,1.120792,
zipf,32,6,0.00,balanced,5.000000,5.000000,5.000000,0.015458,
zipf,32,6,0.00,weighted,4.467189,4.467189,7.000000,0.024417,
zipf,32,6,0.15,beam,4.470859,4.201010,6.000000,35.411834,
zipf,32,6,0.15,greedy,4.691017,4.460020,6.000000,0.483500,
zipf,32,6,0.15,balanced,5.000000,5.000000,5.000000,0.015917,
zipf,32,6,0.15,weighted,4.847111,4.467189,7.000000,0.025666,
zipf,32,6,0.30,beam,4.740707,4.201010,6.000000,35.631667,
zipf,32,6,0.30,greedy,4.922014,4.460020,6.000000,0.481000,
zipf,32,6,0.30,balanced,5.000000,5.000000,5.000000,0.016166,
zipf,32,6,0.30,weighted,5.227032,4.467189,7.000000,0.024958,
zipf,48,3,0.00,beam,4.697753,4.697753,7.000000,20.776542,
zipf,48,3,0.00,greedy,4.791391,4.791391,7.000000,1.363208,
zipf,48,3,0.00,balanced,6.000000,6.000000,6.000000,0.011625,
zipf,48,3,0.00,weighted,4.769041,4.769041,7.000000,0.024042,
zipf,48,3,0.15,beam,5.043090,4.697753,7.000000,20.395250,
zipf,48,3,0.15,greedy,5.142145,4.990759,6.000000,1.361417,
zipf,48,3,0.15,balanced,6.000000,6.000000,6.000000,0.011417,
zipf,48,3,0.15,weighted,5.103684,4.769041,7.000000,0.022833,
zipf,48,3,0.30,beam,5.246247,4.923209,6.000000,20.372541,
zipf,48,3,0.30,greedy,5.293531,4.990759,6.000000,1.359792,
zipf,48,3,0.30,balanced,6.000000,6.000000,6.000000,0.011417,
zipf,48,3,0.30,weighted,5.438328,4.769041,7.000000,0.023084,
zipf,48,4,0.00,beam,4.697753,4.697753,7.000000,32.502542,
zipf,48,4,0.00,greedy,4.791391,4.791391,7.000000,1.356708,
zipf,48,4,0.00,balanced,6.000000,6.000000,6.000000,0.013125,
zipf,48,4,0.00,weighted,4.832585,4.832585,7.000000,0.025916,
zipf,48,4,0.15,beam,5.043090,4.697753,7.000000,32.331000,
zipf,48,4,0.15,greedy,5.142145,4.990759,6.000000,1.360542,
zipf,48,4,0.15,balanced,6.000000,6.000000,6.000000,0.013416,
zipf,48,4,0.15,weighted,5.157698,4.832585,7.000000,0.027125,
zipf,48,4,0.30,beam,5.201952,4.859932,6.000000,32.571500,
zipf,48,4,0.30,greedy,5.293531,4.990759,6.000000,1.359875,
zipf,48,4,0.30,balanced,6.000000,6.000000,6.000000,0.013208,
zipf,48,4,0.30,weighted,5.482810,4.832585,7.000000,0.025750,
zipf,48,6,0.00,beam,4.604305,4.604305,7.000000,61.189459,
zipf,48,6,0.00,greedy,4.791391,4.791391,7.000000,1.353959,
zipf,48,6,0.00,balanced,6.000000,6.000000,6.000000,0.017375,
zipf,48,6,0.00,weighted,4.710213,4.710213,7.000000,0.029209,
zipf,48,6,0.15,beam,4.963659,4.604305,7.000000,61.981417,
zipf,48,6,0.15,greedy,5.142145,4.990759,6.000000,1.378167,
zipf,48,6,0.15,balanced,6.000000,6.000000,6.000000,0.017000,
zipf,48,6,0.15,weighted,5.053681,4.710213,7.000000,0.030375,
zipf,48,6,0.30,beam,5.170554,4.815077,6.000000,62.409708,
zipf,48,6,0.30,greedy,5.293531,4.990759,6.000000,1.375583,
zipf,48,6,0.30,balanced,6.000000,6.000000,6.000000,0.017209,
zipf,48,6,0.30,weighted,5.397149,4.710213,7.000000,0.029792,
zipf,64,3,0.00,beam,5.044135,5.044135,8.000000,30.800958,
zipf,64,3,0.00,greedy,5.157705,5.157705,9.000000,2.269166,
zipf,64,3,0.00,balanced,6.000000,6.000000,6.000000,0.012375,
zipf,64,3,0.00,weighted,5.334365,5.334365,8.000000,0.028458,
zipf,64,3,0.15,beam,5.383987,5.098808,7.000000,30.765041,
zipf,64,3,0.15,greedy,5.506852,5.243355,7.000000,1.256667,
zipf,64,3,0.15,balanced,6.000000,6.000000,6.000000,0.012583,
zipf,64,3,0.15,weighted,5.734211,5.334365,8.000000,0.028083,
zipf,64,3,0.30,beam,5.669166,5.098808,7.000000,30.211875,
zipf,64,3,0.30,greedy,5.770348,5.243355,7.000000,1.253000,
zipf,64,3,0.30,balanced,6.000000,6.000000,6.000000,0.012750,
zipf,64,3,0.30,weighted,6.134056,5.334365,8.000000,0.028125,
zipf,64,4,0.00,beam,4.961648,4.961648,8.000000,48.594250,
zipf,64,4,0.00,greedy,5.053407,5.053407,9.000000,3.208792,
zipf,64,4,0.00,balanced,6.000000,6.000000,6.000000,0.014833,
zipf,64,4,0.00,weighted,5.158701,5.158701,8.000000,0.031250,
zipf,64,4,0.15,beam,5.311415,5.013429,7.000000,49.483708,
zipf,64,4,0.15,greedy,5.506852,5.243355,7.000000,1.270250,
zipf,64,4,0.15,balanced,6.000000,6.000000,6.000000,0.014208,
zipf,64,4,0.15,weighted,5.584896,5.158701,8.000000,0.030958,
zipf,64,4,0.30,beam,5.609400,5.013429,7.000000,48.574250,
zipf,64,4,0.30,greedy,5.770348,5.243355,7.000000,1.273750,
zipf,64,4,0.30,balanced,6.000000,6.000000,6.000000,0.014583,
zipf,64,4,0.30,weighted,6.011091,5.158701,8.000000,0.031333,
zipf,64,6,0.00,beam,4.940284,4.940284,8.000000,92.276875,
zipf,64,6,0.00,greedy,5.053407,5.053407,9.000000,4.290000,
zipf,64,6,0.00,balanced,6.000000,6.000000,6.000000,0.018334,
zipf,64,6,0.00,weighted,5.280513,5.280513,8.000000,0.035833,
zipf,64,6,0.15,beam,5.293025,4.991794,7.000000,91.972084,
zipf,64,6,0.15,greedy,5.506852,5.243355,7.000000,1.269416,
zipf,64,6,0.15,balanced,6.000000,6.000000,6.000000,0.018042,
zipf,64,6,0.15,weighted,5.688436,5.280513,8.000000,0.034833,
zipf,64,6,0.30,beam,5.594256,4.991794,7.000000,91.909958,
zipf,64,6,0.30,greedy,5.770348,5.243355,7.000000,1.262417,
zipf,64,6,0.30,balanced,6.000000,6.000000,6.000000,0.018791,
zipf,64,6,0.30,weighted,6.096359,5.280513,8.000000,0.034459,
hot_middle,32,3,0.00,beam,4.688525,4.688525,6.000000,11.925917,
hot_middle,32,3,0.00,greedy,5.000000,5.000000,5.000000,0.215375,
hot_middle,32,3,0.00,balanced,5.000000,5.000000,5.000000,0.010125,
hot_middle,32,3,0.00,weighted,5.016393,5.016393,6.000000,0.019042,
hot_middle,32,3,0.15,beam,4.885246,4.688525,6.000000,12.037000,
hot_middle,32,3,0.15,greedy,5.000000,5.000000,5.000000,0.215292,
hot_middle,32,3,0.15,balanced,5.000000,5.000000,5.000000,0.010333,
hot_middle,32,3,0.15,weighted,5.163934,5.016393,6.000000,0.019458,
hot_middle,32,3,0.30,beam,5.000000,5.000000,5.000000,12.020583,
hot_middle,32,3,0.30,greedy,5.000000,5.000000,5.000000,0.215709,
hot_middle,32,3,0.30,balanced,5.000000,5.000000,5.000000,0.009792,
hot_middle,32,3,0.30,weighted,5.311475,5.016393,6.000000,0.019292,
hot_middle,32,4,0.00,beam,4.450820,4.450820,7.000000,19.216333,
hot_middle,32,4,0.00,greedy,5.000000,5.000000,5.000000,0.216166,
hot_middle,32,4,0.00,balanced,5.000000,5.000000,5.000000,0.011959,
hot_middle,32,4,0.00,weighted,4.778689,4.778689,7.000000,0.022250,
hot_middle,32,4,0.15,beam,4.794672,4.581967,6.000000,18.977375,
hot_middle,32,4,0.15,greedy,5.000000,5.000000,5.000000,0.213250,
hot_middle,32,4,0.15,balanced,5.000000,5.000000,5.000000,0.012291,
hot_middle,32,4,0.15,weighted,5.111885,4.778689,7.000000,0.022625,
hot_middle,32,4,0.30,beam,5.000000,5.000000,5.000000,18.914333,
hot_middle,32,4,0.30,greedy,5.000000,5.000000,5.000000,0.213250,
hot_middle,32,4,0.30,balanced,5.000000,5.000000,5.000000,0.011875,
hot_middle,32,4,0.30,weighted,5.445082,4.778689,7.000000,0.022541,
hot_middle,32,6,0.00,beam,4.344262,4.344262,7.000000,35.093375,
hot_middle,32,6,0.00,greedy,5.000000,5.000000,5.000000,0.213083,
hot_middle,32,6,0.00,balanced,5.000000,5.000000,5.000000,0.015666,
hot_middle,32,6,0.00,weighted,4.459016,4.459016,7.000000,0.028417,
hot_middle,32,6,0.15,beam,4.655328,4.418033,6.000000,35.301625,
hot_middle,32,6,0.15,greedy,5.000000,5.000000,5.000000,0.214250,
hot_middle,32,6,0.15,balanced,5.000000,5.000000,5.000000,0.015959,
hot_middle,32,6,0.15,weighted,4.840164,4.459016,7.000000,0.028625,
hot_middle,32,6,0.30,beam,4.892623,4.418033,6.000000,34.953166,
hot_middle,32,6,0.30,greedy,5.000000,5.000000,5.000000,0.213625,
hot_middle,32,6,0.30,balanced,5.000000,5.000000,5.000000,0.015542,
hot_middle,32,6,0.30,weighted,5.221311,4.459016,7.000000,0.028209,
hot_middle,48,3,0.00,beam,5.166667,5.166667,6.000000,20.503458,
hot_middle,48,3,0.00,greedy,5.916667,5.916667,6.000000,0.836083,
hot_middle,48,3,0.00,balanced,6.000000,6.000000,6.000000,0.011333,
hot_middle,48,3,0.00,weighted,5.958333,5.958333,7.000000,0.023750,
hot_middle,48,3,0.15,beam,5.291667,5.166667,6.000000,21.014125,
hot_middle,48,3,0.15,greedy,5.929167,5.916667,6.000000,0.830750,
hot_middle,48,3,0.15,balanced,6.000000,6.000000,6.000000,0.011041,
hot_middle,48,3,0.15,weighted,6.114583,5.958333,7.000000,0.023875,
hot_middle,48,3,0.30,beam,5.416667,5.166667,6.000000,20.854000,
hot_middle,48,3,0.30,greedy,5.941667,5.916667,6.000000,0.833958,
hot_middle,48,3,0.30,balanced,6.000000,6.000000,6.000000,0.011291,
hot_middle,48,3,0.30,weighted,6.270833,5.958333,7.000000,0.024083,
hot_middle,48,4,0.00,beam,5.041667,5.041667,7.000000,33.430542,
hot_middle,48,4,0.00,greedy,5.916667,5.916667,6.000000,0.849583,
hot_middle,48,4,0.00,balanced,6.000000,6.000000,6.000000,0.013833,
hot_middle,48,4,0.00,weighted,5.854167,5.854167,7.000000,0.027084,
hot_middle,48,4,0.15,beam,5.291667,5.166667,6.000000,33.204041,
hot_middle,48,4,0.15,greedy,5.929167,5.916667,6.000000,0.835250,
hot_middle,48,4,0.15,balanced,6.000000,6.000000,6.000000,0.013084,
hot_middle,48,4,0.15,weighted,6.026042,5.854167,7.000000,0.026416,
hot_middle,48,4,0.30,beam,5.416667,5.166667,6.000000,33.151375,
hot_middle,48,4,0.30,greedy,5.941667,5.916667,6.000000,0.840000,
hot_middle,48,4,0.30,balanced,6.000000,6.000000,6.000000,0.013625,
hot_middle,48,4,0.30,weighted,6.197917,5.854167,7.000000,0.026375,
hot_middle,48,6,0.00,beam,5.041667,5.041667,7.000000,62.237500,
hot_middle,48,6,0.00,greedy,5.916667,5.916667,6.000000,0.834833,
hot_middle,48,6,0.00,balanced,6.000000,6.000000,6.000000,0.017083,
hot_middle,48,6,0.00,weighted,5.572917,5.572917,8.000000,0.033250,
hot_middle,48,6,0.15,beam,5.291667,5.166667,6.000000,61.496333,
hot_middle,48,6,0.15,greedy,5.929167,5.916667,6.000000,0.827500,
hot_middle,48,6,0.15,balanced,6.000000,6.000000,6.000000,0.016750,
hot_middle,48,6,0.15,weighted,5.936979,5.572917,8.000000,0.032708,
hot_middle,48,6,0.30,beam,5.416667,5.166667,6.000000,61.919125,
hot_middle,48,6,0.30,greedy,5.941667,5.916667,6.000000,0.836125,
hot_middle,48,6,0.30,balanced,6.000000,6.000000,6.000000,0.017125,
hot_middle,48,6,0.30,weighted,6.301042,5.572917,8.000000,0.033208,
hot_middle,64,3,0.00,beam,5.688525,5.688525,7.000000,30.927375,
hot_middle,64,3,0.00,greedy,6.000000,6.000000,6.000000,0.586209,
hot_middle,64,3,0.00,balanced,6.000000,6.000000,6.000000,0.012792,
hot_middle,64,3,0.00,weighted,6.016393,6.016393,7.000000,0.028584,
hot_middle,64,3,0.15,beam,5.885246,5.688525,7.000000,30.987000,
hot_middle,64,3,0.15,greedy,6.000000,6.000000,6.000000,0.582791,
hot_middle,64,3,0.15,balanced,6.000000,6.000000,6.000000,0.012583,
hot_middle,64,3,0.15,weighted,6.163934,6.016393,7.000000,0.029500,
hot_middle,64,3,0.30,beam,6.000000,6.000000,6.000000,30.962667,
hot_middle,64,3,0.30,greedy,6.000000,6.000000,6.000000,0.598542,
hot_middle,64,3,0.30,balanced,6.000000,6.000000,6.000000,0.012250,
hot_middle,64,3,0.30,weighted,6.311475,6.016393,7.000000,0.028834,
hot_middle,64,4,0.00,beam,5.450820,5.450820,8.000000,49.429500,
hot_middle,64,4,0.00,greedy,6.000000,6.000000,6.000000,0.583917,
hot_middle,64,4,0.00,balanced,6.000000,6.000000,6.000000,0.014208,
hot_middle,64,4,0.00,weighted,5.901639,5.901639,8.000000,0.034292,
hot_middle,64,4,0.15,beam,5.794672,5.581967,7.000000,48.836459,
hot_middle,64,4,0.15,greedy,6.000000,6.000000,6.000000,0.586167,
hot_middle,64,4,0.15,balanced,6.000000,6.000000,6.000000,0.014167,
hot_middle,64,4,0.15,weighted,6.216393,5.901639,8.000000,0.033709,
hot_middle,64,4,0.30,beam,6.000000,6.000000,6.000000,49.041291,
hot_middle,64,4,0.30,greedy,6.000000,6.000000,6.000000,0.587958,
hot_middle,64,4,0.30,balanced,6.000000,6.000000,6.000000,0.014083,
